Timestamp,1. What is your age group?,2. What is your gender?,3. Which best describes you?,4. How often do you exercise?,5. How would you describe your fitness level,6. What are your main fitness goals?,7. What type of exercise do you do most often,8. Do you currently use any fitness apps?,9. If yes, which app(s) do you use?,10. If yes, what features do you use most often?,11. If yes, what do you like most about your current fitness app(s)?,12. If yes, what additional features or changes would u like on your current app(s),What are your biggest frustrations with current fitness apps?,14. Automatic exercise tracking,14. Calories and heart rate analysis,14. Weekly/monthly progress reports,14. Personalised fitness advice,14. Custom workout plans,14. Exercise reminders,14. Rest/break reminders,14. Social competitions,14. Social media sharing,14. Wearable/smartwatch integration,14. Goal setting and milestone tracking,15. Would you like personalised fitness advice?,16. What factors should the app consider?,17. How important is personalisation for you,18. How much setup are you willing to do for the personalisation recommendations?,19. How often would you like reminders?,20. What reminders would you prefer?,21. What would make you turn off notifications?,22. Would you join fitness competitions or challenges?,23. What motivates you most?,24. Would you share your progress on social media?,25. Who would you want to interact with in the app?,26. Do you use any wearable fitness devices?,27. If yes, which do you use?,Column 38,29. Which pricing model do you prefer,30. How much are you willing to pay per month for a useful fitness app?,31. What features would make payment worthwhile?,32. Are there any features you wish existed in fitness apps?,33. Would you be interested in trying our fitness app when available?,34. Any other comments?
17/04/2026 09:00:00,18-24,Female,Student,3-5 times a week,Beginner,"Improve endurance, Stay healthy, Reduce stress",Running / walking,Yes,"Nike Run Club, Strava","Workout tracking, Progress reports, Motivational guidance",I like guided runs and simple progress tracking,"Adaptive beginner plans based on pace, recovery, and schedule","Not personalised enough, Too generic",4,3,4,5,5,3,4,2,2,4,5,Yes,"Age, Fitness level, Goals, Past activity",Very important,A few quick questions,A few times a week,"Exercise reminders, Progress alerts, Goal reminders","Too frequent, Irrelevant reminders",Maybe,"Personal goals, Coaching / guidance",Maybe,"Friends, Trainers / coaches",Yes,Apple Watch,Maybe,Freemium,Less than $5 a month,"Personalised plans, Progress analytics",I want plans that adjust automatically if I miss a run,Yes,I am new to running and want something that feels less intimidating.
17/04/2026 09:12:00,25-34,Male,Working adult,Daily,Intermediate,"Improve endurance, Hit a 10K PB",Running / walking,Yes,"Strava, Garmin Connect","Workout tracking, Heart rate monitoring, Progress reports",I like detailed run stats and route history,"Smarter training plans that adjust to fatigue and work schedule","Too manual, Not personalised enough",5,5,5,5,5,3,4,3,2,5,5,Yes,"Age, Weight, Fitness level, Goals, Past activity, Recovery / fatigue",Very important,Detailed profile setup is ok,Only when inactive,"Exercise reminders, Progress alerts, Goal reminders","Too frequent, Poor timing",Yes,"Personal goals, Coaching / guidance",No,"Other users with the same goals, Trainers / coaches",Yes,Garmin,Maybe,Subscription,Less than $10 a month,"Adaptive coaching, Recovery insights",I want the app to reduce mileage automatically after a hard week,Yes,My main goal is structured training without overthinking everything.
17/04/2026 09:25:00,35-44,Female,Working adult,3-5 times a week,Intermediate,"Lose weight, Stay healthy, Improve endurance",Running / walking,Yes,"Couch to 5K, Apple Fitness","Workout tracking, Exercise reminders, Guided sessions",I like having structure and encouragement,"Plans tailored to my weight loss goal and available time","Too many notifications, Not personalised enough",4,4,4,5,5,4,4,1,1,4,5,Yes,"Age, Weight, Fitness level, Goals, Past activity",Very important,A few quick questions,Daily,"Exercise reminders, Motivational messages, Progress alerts",Too frequent,Maybe,"Personal goals, Rewards / badges",No,Trainers / coaches,Yes,Apple Watch,Maybe,Freemium,Less than $10 a month,"Personalised plans, Coaching",I want gentle progression so I do not burn out or get injured,Yes,Would love something supportive rather than competitive.
17/04/2026 09:37:00,25-34,Non-binary,Student,1-2 times a week,Beginner,"Train for first 5K, Reduce stress",Running / walking,Yes,Nike Run Club,"Workout tracking, Guided runs",I like the audio coaching,More beginner-friendly personalised plans with confidence-building milestones,"Too generic, Boring/not motivating",4,3,4,5,5,3,4,2,1,3,5,Yes,"Age, Fitness level, Goals, Past activity, Schedule",Very important,A few quick questions,A few times a week,"Exercise reminders, Goal reminders, Motivational messages","Too frequent, Irrelevant reminders",Maybe,"Personal goals, Coaching / guidance",No,"Other users with the same goals, Trainers / coaches",No,,Maybe,Freemium,I would only use a free app,"Custom plans, Milestone tracking",I want confidence-based coaching for nervous new runners,Yes,I care more about consistency than speed right now.
17/04/2026 09:48:00,35-44,Male,Self-employed,Daily,Advanced,"Improve endurance, Train for half marathon",Running / walking,Yes,"Garmin Connect, Strava","Workout tracking, Heart rate monitoring, Workout plans, Progress reports",I like the metrics depth and device syncing,Dynamic half marathon plans based on readiness and sleep,"Not personalised enough, Interface feels cluttered",5,5,4,5,5,2,4,2,1,5,5,Yes,"Age, Fitness level, Goals, Past activity, Sleep, Recovery / fatigue",Very important,Detailed profile setup is ok,Only when inactive,"Progress alerts, Goal reminders, Recovery reminders","Irrelevant reminders, Poor timing",Yes,"Personal goals, Coaching / guidance",Maybe,"Trainers / coaches, Other users with the same goals",Yes,Garmin,Maybe,Subscription,Less than $15 a month,"Advanced analytics, Personalised plans",I want training load and recovery recommendations explained simply,Yes,I am serious about racing and want practical insights.
17/04/2026 10:03:00,18-24,Male,Student,3-5 times a week,Intermediate,"Improve endurance, Run faster for school events",Running / walking,Yes,Strava,"Workout tracking, Social competitions, Progress reports",I like seeing my improvements and competing with friends,Personalised speed workouts and race pacing suggestions,"Too focused on social features, Not personalised enough",4,4,4,5,5,3,3,4,3,4,5,Yes,"Age, Fitness level, Goals, Past activity, Recent performance",Very important,A few quick questions,A few times a week,"Exercise reminders, Progress alerts, Motivational messages",Too frequent,Yes,"Competing with others, Personal goals, Rewards / badges",Maybe,"Friends, Other users with the same goals",Yes,Garmin,Maybe,Freemium,Less than $5 a month,"Custom workout plans, Advanced analytics",I want suggested interval sessions based on recent times,Yes,I like competition but still want coaching that fits me personally.
17/04/2026 10:18:00,45+,Female,Working adult,1-2 times a week,Beginner,"Stay healthy, Reduce stress, Build routine",Running / walking,Yes,Apple Fitness,"Exercise reminders, Workout tracking",I like the simplicity,Plans that account for lower fitness and gradual progression,"Too complicated, Not personalised enough",4,3,4,5,5,4,5,1,1,4,5,Yes,"Age, Fitness level, Goals, Past activity, Physical limitations / injuries",Very important,Detailed profile setup is ok,Daily,"Exercise reminders, Break reminders, Goal reminders","Too frequent, Too distracting",Maybe,"Personal goals, Accountability from friends",No,"Trainers / coaches, Friends",Yes,Apple Watch,Maybe,Subscription,Less than $10 a month,"Personalised plans, Gentle coaching",I want the app to understand joint pain and adjust recommendations,Yes,I need something realistic and encouraging.
17/04/2026 10:29:00,25-34,Female,Working adult,3-5 times a week,Intermediate,"Train for first half marathon",Running / walking,Yes,"Strava, Nike Run Club","Workout tracking, Heart rate monitoring, Progress reports",I like tracking mileage and consistency,"Half marathon plans personalised to pace, menstrual cycle, and work schedule","Not personalised enough, Inaccurate effort recommendations",5,4,5,5,5,3,4,2,2,4,5,Yes,"Age, Fitness level, Goals, Past activity, Recovery / fatigue, Menstrual cycle",Very important,Detailed profile setup is ok,A few times a week,"Exercise reminders, Goal reminders, Progress alerts","Poor timing, Irrelevant reminders",Maybe,"Personal goals, Coaching / guidance",Maybe,"Trainers / coaches, Other users with the same goals",Yes,Apple Watch,Maybe,Subscription,Less than $10 a month,"Personalised plans, Recovery insights",I want plans to adapt around energy levels and recovery,Yes,This would make training feel much more sustainable.
17/04/2026 10:41:00,25-34,Male,Working adult,Daily,Advanced,"Qualify for marathon, Improve endurance",Running / walking,Yes,"Garmin Connect, TrainingPeaks","Workout tracking, Heart rate monitoring, Workout plans, Analytics",I like detailed data and structured programming,"AI plan adjustments using performance trends, HRV, and missed sessions","Too expensive, Requires too much manual interpretation",5,5,5,5,5,2,4,2,1,5,5,Yes,"Age, Weight, Fitness level, Goals, Past activity, HRV, Sleep, Recovery / fatigue",Very important,Detailed profile setup is ok,Only when inactive,"Goal reminders, Recovery reminders, Progress alerts",Too frequent,Maybe,"Personal goals, Coaching / guidance",No,Trainers / coaches,Yes,Garmin,Maybe,Subscription,Less than $20 a month,"Advanced analytics, Adaptive plans",I want race-specific blocks that auto-update after tune-up races,Yes,I would pay more if the recommendations were genuinely accurate.
17/04/2026 10:55:00,18-24,Female,Student,3-5 times a week,Intermediate,"Run more consistently, Reduce stress",Running / walking,Yes,Nike Run Club,"Workout tracking, Motivational guidance",I like how it keeps me engaged,Smarter weekly plans around school workload and energy levels,"Boring/not motivating, Not personalised enough",4,3,4,5,5,4,4,2,3,3,5,Yes,"Age, Fitness level, Goals, Past activity, Schedule, Stress level",Very important,A few quick questions,Daily,"Exercise reminders, Motivational messages, Goal reminders","Too frequent, Too distracting",Maybe,"Personal goals, Accountability from friends",Maybe,Friends,No,,Maybe,Freemium,Less than $5 a month,"Personalised plans, Habit building",I want the app to suggest shorter runs during exam weeks instead of making me feel behind,Yes,Consistency support matters a lot to me.
17/04/2026 11:08:00,35-44,Male,Working adult,3-5 times a week,Intermediate,"Lose weight, Improve endurance",Running / walking,Yes,Strava,"Workout tracking, Calories burned, Progress reports",I like the clean interface and route tracking,Weight-loss focused plans with pacing suggestions,"Not personalised enough, Too expensive",5,4,4,5,5,3,4,2,1,4,5,Yes,"Age, Weight, Fitness level, Goals, Past activity",Very important,A few quick questions,A few times a week,"Exercise reminders, Progress alerts, Goal reminders","Irrelevant reminders",Maybe,"Personal goals, Coaching / guidance",No,"Trainers / coaches, Other users with the same goals",Yes,Fitbit,Maybe,Freemium,Less than $10 a month,"Personalised plans, Weight-loss analytics",I want calorie goals to connect sensibly with my running load,Yes,Would be useful if it explained why it recommends each workout.
17/04/2026 11:22:00,25-34,Female,Self-employed,Daily,Advanced,"Improve endurance, Run ultramarathon",Running / walking,Yes,"Garmin Connect, Strava","Workout tracking, Heart rate monitoring, Route planning, Analytics",I like route data and training metrics,"Ultra plans that adapt to terrain, fatigue, and long-run completion","Needs too much manual planning, Not personalised enough",5,5,5,5,5,2,4,2,1,5,5,Yes,"Age, Fitness level, Goals, Past activity, Terrain, Recovery / fatigue, Sleep",Very important,Detailed profile setup is ok,Only when inactive,"Goal reminders, Recovery reminders, Progress alerts","Too frequent, Poor timing",Maybe,"Personal goals, Coaching / guidance",Maybe,"Trainers / coaches, Other users with the same goals",Yes,Garmin,Maybe,Subscription,Less than $20 a month,"Advanced analytics, Adaptive plans",I want trail-specific recommendations and fueling prompts for long runs,Yes,Needs to feel like a real coach not just a tracker.
17/04/2026 11:37:00,45+,Male,Retired,3-5 times a week,Intermediate,"Stay healthy, Improve endurance",Running / walking,Yes,MapMyRun,"Workout tracking, Progress reports",I like seeing weekly totals,Age-appropriate plans that account for recovery and injury prevention,"Too generic, Too many notifications",4,4,4,5,5,3,5,1,1,3,5,Yes,"Age, Fitness level, Goals, Past activity, Physical limitations / injuries, Recovery / fatigue",Very important,Detailed profile setup is ok,Only when inactive,"Exercise reminders, Break reminders, Goal reminders",Too frequent,Maybe,"Personal goals, Staying healthy",No,Trainers / coaches,Yes,Fitbit,Maybe,One-time purchase,Less than $10 a month,"Personalised plans, Recovery guidance",I want safer progression and clearer recovery advice,Yes,I care more about health and longevity than competition.
17/04/2026 11:51:00,18-24,Male,Student,Daily,Intermediate,"Improve endurance, Lower 5K time",Running / walking,Yes,"Strava, Nike Run Club","Workout tracking, Progress reports, Social competitions",I like tracking my pace and comparing with friends,Personalised interval training and race predictions,"Not personalised enough, Too much focus on social media",4,4,4,5,5,3,3,4,3,4,5,Yes,"Age, Fitness level, Goals, Past activity, Recent race times",Very important,A few quick questions,A few times a week,"Exercise reminders, Progress alerts, Motivational messages",Too frequent,Yes,"Competing with others, Personal goals",Maybe,"Friends, Other users with the same goals",Yes,Garmin,Maybe,Freemium,Less than $5 a month,"Custom plans, Race analytics",I want the app to explain what workout will help my 5K most,Yes,Fast clear feedback would be great.
17/04/2026 12:05:00,25-34,Female,Working adult,1-2 times a week,Beginner,"Build routine, Train for first 10K",Running / walking,Yes,"Couch to 5K, Strava","Exercise reminders, Workout tracking",I like the structure but it feels basic,More flexible personalised plans when I miss workouts,"Too rigid, Not personalised enough",4,3,4,5,5,5,4,1,1,3,5,Yes,"Age, Fitness level, Goals, Past activity, Schedule",Very important,A few quick questions,Daily,"Exercise reminders, Goal reminders, Motivational messages","Too frequent, Irrelevant reminders",Maybe,"Personal goals, Coaching / guidance",No,"Trainers / coaches, Other users with the same goals",No,,Maybe,Freemium,Less than $5 a month,"Personalised plans, Habit support",I want plans that do not make me restart from zero after missing a week,Yes,Would love something forgiving and realistic.
17/04/2026 12:21:00,35-44,Female,Working adult,3-5 times a week,Intermediate,"Reduce stress, Stay healthy, Improve endurance",Running / walking,Yes,"Apple Fitness, Nike Run Club","Workout tracking, Guided sessions, Progress reports",I like easy-to-follow workouts and summaries,Training suggestions based on mood stress and available time,"Not personalised enough, Poor reminder timing",4,3,4,5,5,4,5,1,1,4,5,Yes,"Age, Fitness level, Goals, Past activity, Stress level, Schedule",Very important,A few quick questions,Only when inactive,"Exercise reminders, Break reminders, Motivational messages","Too frequent, Poor timing",Maybe,"Reduce stress, Personal goals",No,Trainers / coaches,Yes,Apple Watch,Maybe,Subscription,Less than $10 a month,"Personalised plans, Wellness insights",I want the app to know when I need an easy run instead of intensity,Yes,Mental wellbeing matters as much as performance to me.
17/04/2026 12:36:00,25-34,Male,Working adult,3-5 times a week,Intermediate,"Train for company run, Improve endurance",Running / walking,Yes,Strava,"Workout tracking, Progress reports",I like seeing streaks and segments,Personalised plans around my work travel and sleep,"Not personalised enough, Requires too much manual input",4,4,4,5,5,3,4,3,2,4,5,Yes,"Age, Fitness level, Goals, Past activity, Schedule, Sleep",Very important,A few quick questions,A few times a week,"Exercise reminders, Goal reminders, Progress alerts","Too frequent, Irrelevant reminders",Maybe,"Accountability from friends, Personal goals",Maybe,"Friends, Other users with the same goals",Yes,Fitbit,Maybe,Freemium,Less than $10 a month,"Personalised plans, Smart scheduling",I want travel-friendly workout substitutions when I am away,Yes,The app should adapt to real life not punish me for it.
17/04/2026 12:50:00,35-44,Non-binary,Self-employed,Daily,Advanced,"Improve endurance, Stay injury-free",Running / walking,Yes,Garmin Connect,"Workout tracking, Heart rate monitoring, Progress reports",I like how much health data it captures,"Injury-risk-aware training recommendations and smarter recovery advice","Too much raw data, Not enough actionable personal guidance",5,5,5,5,5,2,5,1,1,5,5,Yes,"Age, Fitness level, Goals, Past activity, Recovery / fatigue, Physical limitations / injuries",Very important,Detailed profile setup is ok,Only when inactive,"Recovery reminders, Progress alerts, Goal reminders","Irrelevant reminders",Maybe,"Coaching / guidance, Personal goals",No,Trainers / coaches,Yes,Garmin,Maybe,Subscription,Less than $15 a month,"Advanced analytics, Personalised plans",I want the app to flag overtraining risk before I feel it,Yes,Actionable insights are more useful than endless charts.
17/04/2026 13:04:00,18-24,Female,Student,3-5 times a week,Intermediate,"Improve endurance, Prepare for 10K race",Running / walking,Yes,"Nike Run Club, Strava","Workout tracking, Goal tracking, Motivational coaching",I like the encouragement and clear goals,"Training plans personalised to my pace, confidence, and race date","Too generic, Boring/not motivating",4,3,4,5,5,4,4,2,3,3,5,Yes,"Age, Fitness level, Goals, Past activity, Race date",Very important,A few quick questions,Daily,"Exercise reminders, Goal reminders, Motivational messages","Too frequent, Too distracting",Maybe,"Personal goals, Rewards / badges, Coaching / guidance",Maybe,"Friends, Trainers / coaches",Yes,Apple Watch,Maybe,Freemium,Less than $5 a month,"Personalised plans, Race countdown guidance",I want the app to tell me exactly how each week helps my race goal,Yes,I like feeling coached and supported.
17/04/2026 13:18:00,45+,Female,Working adult,1-2 times a week,Beginner,"Stay healthy, Build stamina",Running / walking,Yes,None,Exercise reminders,I am trying to start a routine,Simple personalised beginner plans that account for age and low starting fitness,Most apps feel made for younger fitter people,3,3,4,5,5,5,5,1,1,2,5,Yes,"Age, Fitness level, Goals, Physical limitations / injuries, Past activity",Very important,Detailed profile setup is ok,Daily,"Exercise reminders, Break reminders, Goal reminders","Too frequent, Irrelevant reminders",Maybe,"Personal goals, Staying healthy",No,Trainers / coaches,No,,Maybe,Freemium,I would only use a free app,"Gentle coaching, Personalised plans",I want realistic beginner guidance without pressure,Yes,I would try it if it feels supportive and easy to use.
